x,y,w,h,aspect_ratio,ground_truth,predicted
66,76,55,55,1.0,center,center
155,76,52,52,1.0,right,center
63,73,56,56,1.0,center,center
70,76,56,56,1.0,center,center
149,75,58,58,1.0,right,left
62,71,55,55,1.0,center,center
139,71,55,55,1.0,right,left
148,75,54,54,1.0,right,right
64,75,54,54,1.0,center,center
149,74,53,53,1.0,right,right
64,74,54,54,1.0,center,center
136,218,30,30,1.0,center,center
67,75,60,60,1.0,center,left
133,69,65,65,1.0,right,left
81,87,57,57,1.0,center,center
146,80,65,65,1.0,center,left
73,79,56,56,1.0,center,center
148,77,58,58,1.0,right,left
71,83,56,56,1.0,center,center
157,84,56,56,1.0,right,right
63,79,54,54,1.0,left,center
149,78,55,55,1.0,right,center
155,79,48,48,1.0,right,center
57,74,56,56,1.0,left,center
160,82,54,54,1.0,right,center
70,81,55,55,1.0,center,left
59,77,56,56,1.0,left,left
146,76,58,58,1.0,right,center
59,73,57,57,1.0,left,center
146,73,57,57,1.0,right,center
150,72,50,50,1.0,right,center
54,67,58,58,1.0,left,center
149,74,50,50,1.0,right,center
55,71,55,55,1.0,left,center
56,71,56,56,1.0,left,center
191,6,50,50,1.0,right,center
145,72,55,55,1.0,right,center
154,78,51,51,1.0,right,center
60,74,56,56,1.0,left,center
151,80,50,50,1.0,right,center
55,75,56,56,1.0,left,left
192,16,45,45,1.0,right,center
58,74,56,56,1.0,left,center
150,77,51,51,1.0,right,center
58,71,57,57,1.0,left,center
148,73,54,54,1.0,right,center
145,73,51,51,1.0,right,center
53,69,57,57,1.0,left,center
145,67,55,55,1.0,right,center
55,66,57,57,1.0,left,left
155,75,49,49,1.0,right,center
61,69,56,56,1.0,left,center
59,68,56,56,1.0,left,center
148,71,53,53,1.0,right,center
139,68,52,52,1.0,right,center
50,64,56,56,1.0,left,center
143,69,54,54,1.0,right,center
54,67,55,55,1.0,left,center
54,68,55,55,1.0,left,center
141,70,55,55,1.0,right,center
146,77,50,50,1.0,right,center
56,72,56,56,1.0,left,center
149,81,52,52,1.0,right,center
59,77,56,56,1.0,left,center
62,73,53,53,1.0,left,center
148,75,53,53,1.0,right,center
147,79,52,52,1.0,right,center
57,74,59,59,1.0,left,center
74,77,59,59,1.0,center,center
164,82,53,53,1.0,right,left
203,16,46,46,1.0,right,right
142,68,50,50,1.0,right,center
177,1,45,45,1.0,right,right
51,61,62,62,1.0,center,center
133,65,52,52,1.0,right,center
41,56,60,60,1.0,left,left
144,70,49,49,1.0,right,center
52,59,61,61,1.0,center,left
146,74,50,50,1.0,right,center
53,64,59,59,1.0,center,left
162,76,50,50,1.0,right,center
70,66,61,61,1.0,center,left
52,60,63,63,1.0,center,left
147,71,51,51,1.0,right,center
134,56,51,51,1.0,right,center
38,48,58,58,1.0,left,left
121,62,43,43,1.0,right,left
63,63,58,58,1.0,center,left
152,68,57,57,1.0,right,center
140,68,56,56,1.0,right,center
49,63,59,59,1.0,left,left
64,69,58,58,1.0,center,center
151,74,59,59,1.0,right,center
53,65,58,58,1.0,left,left
142,70,57,57,1.0,right,center
141,70,56,56,1.0,right,center
51,65,58,58,1.0,left,left
45,62,59,59,1.0,left,left
134,66,59,59,1.0,right,center
139,67,56,56,1.0,right,center
48,61,57,57,1.0,left,center
52,61,57,57,1.0,left,left
141,66,57,57,1.0,right,center
48,56,58,58,1.0,left,left
139,62,56,56,1.0,right,center
42,55,58,58,1.0,left,center
131,60,58,58,1.0,right,center
49,57,58,58,1.0,center,center
130,61,58,58,1.0,right,left
53,62,60,60,1.0,center,center
129,64,61,61,1.0,right,center
51,64,57,57,1.0,left,center
132,68,58,58,1.0,right,center
144,69,54,54,1.0,right,center
55,63,58,58,1.0,center,left
145,71,53,53,1.0,right,center
54,62,62,62,1.0,center,center
48,66,61,61,1.0,left,center
139,73,54,54,1.0,right,center
148,78,52,52,1.0,right,center
56,68,60,60,1.0,center,left
67,72,60,60,1.0,center,left
157,81,53,53,1.0,right,center
151,74,51,51,1.0,right,center
57,65,59,59,1.0,center,left
146,77,53,53,1.0,right,center
56,69,60,60,1.0,left,left
158,82,52,52,1.0,right,center
67,74,59,59,1.0,center,center
65,72,59,59,1.0,center,center
156,82,52,52,1.0,right,center
152,77,53,53,1.0,right,center
62,69,59,59,1.0,center,left
66,68,60,60,1.0,center,center
154,76,54,54,1.0,right,center
154,77,53,53,1.0,right,center
66,68,59,59,1.0,center,center
159,81,52,52,1.0,right,center
68,72,61,61,1.0,center,center
154,77,51,51,1.0,right,center
62,66,62,62,1.0,center,center
157,77,50,50,1.0,right,center
62,67,59,59,1.0,center,left
153,74,53,53,1.0,right,center
62,67,60,60,1.0,center,left
68,74,60,60,1.0,center,center
157,82,54,54,1.0,right,center
65,72,60,60,1.0,center,center
156,82,52,52,1.0,right,center
66,73,60,60,1.0,center,center
159,82,51,51,1.0,right,center
65,72,60,60,1.0,center,center
156,82,54,54,1.0,right,center
54,66,60,60,1.0,left,center
145,75,53,53,1.0,right,center
66,74,60,60,1.0,center,left
156,81,55,55,1.0,right,center
65,72,59,59,1.0,center,center
155,81,51,51,1.0,right,center
65,71,61,61,1.0,center,center
151,76,58,58,1.0,right,center
59,71,61,61,1.0,center,center
148,77,56,56,1.0,right,center
63,71,59,59,1.0,center,center
152,78,55,55,1.0,right,center
147,78,56,56,1.0,right,center
58,71,61,61,1.0,left,center
57,71,61,61,1.0,left,center
146,77,58,58,1.0,right,center
57,73,59,59,1.0,left,left
147,78,55,55,1.0,right,center
59,74,57,57,1.0,left,left
147,78,58,58,1.0,right,center
55,71,60,60,1.0,left,center
145,78,55,55,1.0,right,center
54,63,62,62,1.0,center,center
142,69,59,59,1.0,right,center
58,71,62,62,1.0,center,center
148,77,57,57,1.0,right,center
57,67,58,58,1.0,center,left
146,71,55,55,1.0,right,center
56,70,59,59,1.0,left,left
145,75,57,57,1.0,right,center
52,68,61,61,1.0,left,center
140,74,57,57,1.0,right,center
57,66,60,60,1.0,center,center
147,72,56,56,1.0,right,center
54,65,62,62,1.0,left,center
146,71,56,56,1.0,right,center
53,63,59,59,1.0,left,center
141,68,55,55,1.0,right,center
143,72,54,54,1.0,right,center
53,65,62,62,1.0,left,left
53,61,60,60,1.0,center,center
142,68,54,54,1.0,right,center
138,67,56,56,1.0,right,center
51,62,60,60,1.0,left,center
52,62,59,59,1.0,left,left
141,69,54,54,1.0,right,center
52,60,59,59,1.0,left,left
142,67,54,54,1.0,right,center
142,69,54,54,1.0,right,center
50,61,62,62,1.0,left,center
51,64,59,59,1.0,left,left
141,71,54,54,1.0,right,center
54,65,59,59,1.0,left,left
142,70,56,56,1.0,right,center
143,70,53,53,1.0,right,center
50,62,60,60,1.0,left,left
141,68,51,51,1.0,right,center
48,60,60,60,1.0,left,left
152,75,51,51,1.0,right,center
60,66,59,59,1.0,center,center
53,61,60,60,1.0,center,center
144,69,55,55,1.0,right,center
149,75,52,52,1.0,right,center
57,68,60,60,1.0,center,left
146,71,53,53,1.0,right,center
53,64,61,61,1.0,left,left
152,76,50,50,1.0,right,center
58,66,60,60,1.0,center,left
151,77,51,51,1.0,right,center
59,69,59,59,1.0,center,left
149,78,52,52,1.0,right,center
58,69,61,61,1.0,center,center
153,82,51,51,1.0,right,center
61,74,60,60,1.0,center,center
58,67,61,61,1.0,center,center
146,76,53,53,1.0,right,center
155,85,50,50,1.0,right,center
64,75,59,59,1.0,center,left
67,72,59,59,1.0,center,left
158,80,52,52,1.0,right,center
65,69,60,60,1.0,center,left
156,78,53,53,1.0,right,center
67,74,59,59,1.0,center,left
157,81,54,54,1.0,right,left
62,71,58,58,1.0,center,left
154,80,51,51,1.0,right,center
157,78,53,53,1.0,right,center
66,69,60,60,1.0,center,center
67,71,59,59,1.0,center,center
160,81,50,50,1.0,right,center
153,78,51,51,1.0,right,center
60,70,59,59,1.0,center,left
64,71,59,59,1.0,center,center
154,78,53,53,1.0,right,center
153,79,51,51,1.0,right,center
61,72,57,57,1.0,center,left
67,73,58,58,1.0,center,left
157,80,53,53,1.0,right,center
155,80,53,53,1.0,right,center
66,71,59,59,1.0,center,center
150,78,52,52,1.0,right,center
59,68,62,62,1.0,center,center
54,62,58,58,1.0,left,center
140,68,57,57,1.0,right,center
151,79,51,51,1.0,right,center
58,69,61,61,1.0,center,center
154,74,48,48,1.0,right,center
61,64,60,60,1.0,center,center
147,72,54,54,1.0,right,left
59,64,60,60,1.0,center,center
144,71,53,53,1.0,right,center
54,63,59,59,1.0,center,left
154,81,50,50,1.0,right,center
60,70,60,60,1.0,center,left
148,72,53,53,1.0,right,center
58,64,60,60,1.0,center,center
152,73,53,53,1.0,right,center
59,65,61,61,1.0,center,left
151,75,51,51,1.0,right,center
58,67,60,60,1.0,center,center
51,60,59,59,1.0,center,center
142,67,53,53,1.0,right,center
150,72,53,53,1.0,right,center
58,64,61,61,1.0,center,center
153,73,54,54,1.0,right,center
62,65,61,61,1.0,center,center
155,74,52,52,1.0,right,center
62,66,59,59,1.0,center,center
155,73,53,53,1.0,right,center
61,64,61,61,1.0,center,center
50,64,61,61,1.0,left,left
143,71,53,53,1.0,right,center
146,73,53,53,1.0,right,center
54,65,60,60,1.0,center,left
56,65,58,58,1.0,left,left
147,72,54,54,1.0,right,center
57,64,59,59,1.0,center,left
144,70,57,57,1.0,right,center
145,71,54,54,1.0,right,center
52,63,60,60,1.0,left,left
52,63,60,60,1.0,left,left
146,71,53,53,1.0,right,center
148,71,53,53,1.0,right,center
56,64,59,59,1.0,center,left
137,69,52,52,1.0,right,center
47,61,59,59,1.0,left,center
140,69,53,53,1.0,right,center
48,60,60,60,1.0,left,left
151,71,51,51,1.0,right,center
57,60,62,62,1.0,center,center
60,69,58,58,1.0,center,left
152,77,53,53,1.0,right,center
60,70,57,57,1.0,center,left
152,77,52,52,1.0,right,center
57,70,57,57,1.0,left,left
150,78,52,52,1.0,right,center
67,73,58,58,1.0,center,left
157,80,53,53,1.0,right,center
63,71,57,57,1.0,center,left
156,78,53,53,1.0,right,center
62,73,58,58,1.0,center,right
155,81,54,54,1.0,right,center
62,72,57,57,1.0,center,left
155,78,55,55,1.0,right,center
52,65,57,57,1.0,left,right
142,71,55,55,1.0,right,center
67,71,57,57,1.0,center,center
156,76,56,56,1.0,right,center
143,66,55,55,1.0,right,center
54,59,58,58,1.0,center,left
154,76,53,53,1.0,right,center
60,69,57,57,1.0,center,left
53,63,59,59,1.0,left,left
143,69,56,56,1.0,right,center
145,69,56,56,1.0,right,center
56,65,57,57,1.0,center,left
148,70,57,57,1.0,right,center
59,65,59,59,1.0,center,center
148,71,56,56,1.0,right,center
57,65,58,58,1.0,center,right
55,62,58,58,1.0,center,center
145,68,56,56,1.0,right,center
65,71,57,57,1.0,center,center
154,76,56,56,1.0,right,center
52,66,58,58,1.0,left,center
143,72,55,55,1.0,right,center
54,66,55,55,1.0,left,left
144,71,55,55,1.0,right,center
55,66,57,57,1.0,center,left
146,71,56,56,1.0,right,center
148,73,56,56,1.0,right,center
58,69,57,57,1.0,center,center
143,71,54,54,1.0,right,center
52,66,57,57,1.0,left,left
143,73,55,55,1.0,right,center
52,68,57,57,1.0,left,left
52,68,56,56,1.0,left,left
145,73,54,54,1.0,right,center
56,66,57,57,1.0,center,center
146,72,54,54,1.0,right,center
142,72,55,55,1.0,right,center
52,67,57,57,1.0,left,left
52,64,56,56,1.0,left,right
143,69,55,55,1.0,right,center
57,65,56,56,1.0,center,center
147,69,55,55,1.0,right,center
52,64,57,57,1.0,left,right
143,70,55,55,1.0,right,center
48,59,57,57,1.0,left,center
139,63,56,56,1.0,right,center
47,66,54,54,1.0,left,left
135,66,60,60,1.0,right,center
47,65,54,54,1.0,left,left
137,67,57,57,1.0,right,center
45,62,55,55,1.0,left,left
133,64,61,61,1.0,right,right
49,65,54,54,1.0,left,left
140,67,58,58,1.0,right,right
53,67,55,55,1.0,left,left
144,69,59,59,1.0,right,center
50,62,57,57,1.0,left,center
142,66,57,57,1.0,right,right
54,66,55,55,1.0,left,left
146,71,54,54,1.0,right,center
53,63,56,56,1.0,left,left
146,68,55,55,1.0,right,center
53,64,55,55,1.0,left,center
145,69,53,53,1.0,right,center
44,61,56,56,1.0,left,center
135,67,52,52,1.0,right,center
48,62,55,55,1.0,left,center
140,66,54,54,1.0,right,center
50,62,58,58,1.0,left,center
141,68,55,55,1.0,right,center
32,70,45,45,1.0,left,center
50,66,55,55,1.0,left,left
140,69,55,55,1.0,right,center
141,70,55,55,1.0,right,center
50,64,58,58,1.0,left,center
142,68,54,54,1.0,right,center
51,63,56,56,1.0,left,center
60,67,55,55,1.0,center,right
150,71,56,56,1.0,right,center
54,64,55,55,1.0,left,center
144,67,55,55,1.0,right,center
55,65,54,54,1.0,left,center
145,68,54,54,1.0,right,center
142,68,54,54,1.0,right,center
49,62,56,56,1.0,left,right
55,68,56,56,1.0,left,center
146,73,53,53,1.0,right,center
55,70,53,53,1.0,left,left
190,7,51,51,1.0,right,center
144,70,59,59,1.0,right,right
53,70,53,53,1.0,left,left
139,67,63,63,1.0,right,left
55,69,55,55,1.0,left,left
141,67,63,63,1.0,right,left
54,71,54,54,1.0,left,left
143,70,61,61,1.0,right,right
57,71,53,53,1.0,left,left
145,70,60,60,1.0,right,right
55,69,52,52,1.0,left,right
144,68,60,60,1.0,right,right
53,71,52,52,1.0,left,left
141,69,61,61,1.0,right,left
59,73,52,52,1.0,left,left
150,72,58,58,1.0,right,right
198,9,50,50,1.0,right,center
49,68,53,53,1.0,left,left
139,67,60,60,1.0,right,right
58,69,54,54,1.0,left,center
146,69,58,58,1.0,right,center
191,7,51,51,1.0,right,center
148,75,52,52,1.0,right,center
54,69,57,57,1.0,left,center
145,72,53,53,1.0,right,center
52,68,55,55,1.0,left,center
142,75,51,51,1.0,right,center
49,69,56,56,1.0,left,center
147,75,51,51,1.0,right,center
54,69,57,57,1.0,left,center
145,73,53,53,1.0,right,center
53,68,58,58,1.0,center,center
139,69,54,54,1.0,right,center
50,66,55,55,1.0,left,center
145,73,51,51,1.0,right,center
52,67,57,57,1.0,left,center
145,69,53,53,1.0,right,center
53,64,56,56,1.0,left,center
144,70,53,53,1.0,right,center
53,66,55,55,1.0,left,center
143,69,53,53,1.0,right,center
51,64,57,57,1.0,left,center
148,74,52,52,1.0,right,center
56,69,55,55,1.0,left,center
149,70,52,52,1.0,right,center
57,66,56,56,1.0,center,center
57,68,58,58,1.0,center,center
147,72,55,55,1.0,right,center
56,67,56,56,1.0,center,center
148,71,53,53,1.0,right,center
145,72,52,52,1.0,right,center
52,65,57,57,1.0,left,center
147,73,52,52,1.0,right,center
55,67,58,58,1.0,center,center
149,74,52,52,1.0,right,center
58,69,56,56,1.0,center,center
146,72,51,51,1.0,right,center
52,66,58,58,1.0,left,center
149,73,51,51,1.0,right,center
57,66,58,58,1.0,center,center
146,73,52,52,1.0,right,center
55,67,57,57,1.0,left,right
52,68,57,57,1.0,left,center
187,3,51,51,1.0,right,center
142,72,53,53,1.0,right,center
143,74,51,51,1.0,right,center
50,67,58,58,1.0,left,center
150,74,53,53,1.0,right,center
58,67,60,60,1.0,center,center
145,76,52,52,1.0,right,center
53,70,57,57,1.0,left,center
144,74,52,52,1.0,right,center
51,68,60,60,1.0,left,center
143,71,50,50,1.0,right,center
50,65,57,57,1.0,left,center
43,61,58,58,1.0,left,center
134,67,52,52,1.0,right,center
142,70,53,53,1.0,right,center
50,65,58,58,1.0,left,center
144,74,51,51,1.0,right,center
52,67,58,58,1.0,left,center
139,67,52,52,1.0,right,center
46,61,58,58,1.0,left,center
147,67,53,53,1.0,right,center
55,62,58,58,1.0,center,center
56,68,54,54,1.0,center,center
139,71,54,54,1.0,right,left
122,69,59,59,1.0,right,left
56,70,57,57,1.0,center,center
133,76,56,56,1.0,right,left
60,73,57,57,1.0,center,center
58,68,54,54,1.0,center,center
138,70,54,54,1.0,right,left
51,63,56,56,1.0,left,center
137,66,54,54,1.0,right,center
144,68,50,50,1.0,right,center
51,62,56,56,1.0,left,center
142,67,52,52,1.0,right,center
51,61,57,57,1.0,left,center
147,72,50,50,1.0,right,center
54,65,57,57,1.0,center,center
142,69,52,52,1.0,right,center
50,63,58,58,1.0,left,center
148,72,50,50,1.0,right,center
58,66,56,56,1.0,center,center
141,70,52,52,1.0,right,center
50,64,57,57,1.0,left,center
147,71,51,51,1.0,right,center
55,64,58,58,1.0,center,center
150,71,50,50,1.0,right,center
56,63,57,57,1.0,center,center
57,71,57,57,1.0,center,center
146,77,53,53,1.0,right,center
132,67,51,51,1.0,right,center
41,60,58,58,1.0,left,center
45,59,57,57,1.0,left,center
135,64,52,52,1.0,right,center
140,68,51,51,1.0,right,center
48,62,56,56,1.0,left,center
137,71,52,52,1.0,right,center
178,4,50,50,1.0,right,center
48,66,56,56,1.0,left,center
142,73,52,52,1.0,right,center
51,68,55,55,1.0,left,center
42,59,58,58,1.0,left,center
131,65,53,53,1.0,right,center
141,73,49,49,1.0,right,center
48,66,56,56,1.0,left,center
138,69,51,51,1.0,right,center
44,63,57,57,1.0,left,left
138,68,49,49,1.0,right,center
45,63,55,55,1.0,left,center
143,79,51,51,1.0,right,center
51,73,56,56,1.0,left,center
143,72,52,52,1.0,right,center
52,67,57,57,1.0,left,center
138,67,52,52,1.0,right,center
48,61,57,57,1.0,left,center
182,3,48,48,1.0,right,center
48,63,56,56,1.0,left,center
138,68,53,53,1.0,right,center
41,58,55,55,1.0,left,right
130,63,53,53,1.0,right,center
116,56,59,59,1.0,right,left
48,58,59,59,1.0,center,left
123,65,55,55,1.0,right,center
52,60,63,63,1.0,center,center
58,67,54,54,1.0,center,center
128,70,51,51,1.0,right,left
70,75,54,54,1.0,center,center
146,76,55,55,1.0,right,left
48,65,56,56,1.0,left,center
131,68,56,56,1.0,right,right
141,69,50,50,1.0,right,center
52,62,55,55,1.0,left,center
49,65,54,54,1.0,left,left
136,69,54,54,1.0,right,center
140,72,52,52,1.0,right,center
50,66,56,56,1.0,left,left
125,66,58,58,1.0,right,center
57,66,61,61,1.0,center,left
65,64,68,68,1.0,center,center
135,68,63,63,1.0,right,left
58,70,63,63,1.0,center,left
129,68,61,61,1.0,right,center
152,72,52,52,1.0,right,center
64,64,56,56,1.0,center,left
57,64,56,56,1.0,center,center
146,74,50,50,1.0,right,right
50,54,56,56,1.0,center,left
137,63,52,52,1.0,right,left
141,70,48,48,1.0,right,left
49,58,56,56,1.0,center,left
140,69,51,51,1.0,right,center
51,60,57,57,1.0,center,center
147,71,47,47,1.0,right,center
53,58,59,59,1.0,center,center
52,56,59,59,1.0,center,center
143,68,50,50,1.0,right,center
48,51,60,60,1.0,center,center
138,63,51,51,1.0,right,center
45,54,60,60,1.0,left,center
137,66,49,49,1.0,right,center
53,60,56,56,1.0,center,left
142,68,52,52,1.0,right,center
138,68,51,51,1.0,right,center
47,56,59,59,1.0,left,right
134,71,50,50,1.0,right,center
43,61,57,57,1.0,left,right
149,77,50,50,1.0,right,center
57,67,59,59,1.0,center,center
147,76,49,49,1.0,right,center
55,65,58,58,1.0,center,center
151,74,50,50,1.0,right,center
59,63,59,59,1.0,center,center
147,75,50,50,1.0,right,center
56,66,59,59,1.0,center,center
66,69,58,58,1.0,center,left
157,78,51,51,1.0,right,center
72,76,58,58,1.0,center,left
163,86,50,50,1.0,right,center
70,70,58,58,1.0,center,center
160,78,50,50,1.0,right,center
198,10,48,48,1.0,right,center
152,73,49,49,1.0,right,center
59,62,59,59,1.0,center,left
147,69,52,52,1.0,right,center
55,60,60,60,1.0,center,left
145,69,49,49,1.0,right,center
55,58,61,61,1.0,center,center
146,68,51,51,1.0,right,center
54,59,59,59,1.0,center,left
52,59,58,58,1.0,center,center
142,67,52,52,1.0,right,center
187,4,52,52,1.0,right,center
59,64,58,58,1.0,center,left
148,72,52,52,1.0,right,center
63,65,59,59,1.0,center,left
152,73,53,53,1.0,right,center
164,76,52,52,1.0,right,center
75,68,59,59,1.0,center,left
86,112,128,128,1.0,center,left
161,78,49,49,1.0,right,center
67,69,58,58,1.0,center,left
83,116,128,128,1.0,center,left
145,69,49,49,1.0,right,center
52,60,59,59,1.0,center,left
148,72,50,50,1.0,right,center
56,63,59,59,1.0,center,center
143,73,51,51,1.0,right,center
52,64,58,58,1.0,left,center
48,62,57,57,1.0,left,center
136,68,53,53,1.0,right,center
